,t,dist,I,coll,var
405,134.0,12575.28567325366,100,collapsed,free_v
406,33.0,1313.5880168817355,100,collapsed,free_v
407,170.0,2230.876450083624,100,collapsed,free_v
408,141.0,1104.3795027399196,100,collapsed,free_v
409,66.0,1419.4659300786902,100,collapsed,free_v
410,298.0,50610.05487320812,100,collapsed,free_v
411,247.0,1241.5578748646099,100,collapsed,free_v
412,138.0,961.189964220608,100,collapsed,free_v
413,103.0,1661.0410696902468,100,collapsed,free_v
414,92.0,1033.396216972067,100,collapsed,free_v
415,43.0,2027.106093554453,100,collapsed,free_v
416,33.0,1812.7886997540172,100,collapsed,free_v
417,133.0,1021.5468600134026,100,collapsed,free_v
418,276.0,1311.1773409136774,100,collapsed,free_v
419,127.0,1213.484161255341,100,collapsed,free_v
420,132.0,116968.91042481121,100,collapsed,free_v
421,100.0,1245.8242909660667,100,collapsed,free_v
422,108.0,1192.4678311342182,100,collapsed,free_v
423,84.0,1164.4889818615534,100,collapsed,free_v
424,62.0,1750.6692092425285,100,collapsed,free_v
425,213.0,1241.2824658196387,100,collapsed,free_v
426,60.0,1522.7701042187948,100,collapsed,free_v
427,209.0,1124.184014391131,100,collapsed,free_v
428,123.0,8922.061120601886,100,collapsed,free_v
429,74.0,1382.253212669611,100,collapsed,free_v
430,150.0,1120.2110761041572,100,collapsed,free_v
431,44.0,2146.1246837793224,100,collapsed,free_v
432,73.0,1793.731017270045,100,collapsed,free_v
433,153.0,1422.882681567115,100,collapsed,free_v
434,216.0,1523.6197842565707,100,collapsed,free_v
435,35.0,1357.128136580131,100,collapsed,free_v
436,70.0,1799.6762428678924,100,collapsed,free_v
437,70.0,1693.427476672649,100,collapsed,free_v
438,139.0,1135.7123956670798,100,collapsed,free_v
439,69.0,1324.229051420263,100,collapsed,free_v
440,247.0,1619.8145168220176,100,collapsed,free_v
441,119.0,885.5788890804578,100,collapsed,free_v
442,46.0,1286.8763072223694,100,collapsed,free_v
443,153.0,1576.6017257149342,100,collapsed,free_v
444,76.0,1351.1513171707893,100,collapsed,free_v
445,43.0,995.4181764647369,100,collapsed,free_v
446,83.0,4466.978365973622,100,collapsed,free_v
447,112.0,1648.7813051941391,100,collapsed,free_v
448,108.0,1984.9305037616218,100,collapsed,free_v
449,121.0,2494.4343023104157,100,collapsed,free_v
450,86.0,939.6958069404105,100,collapsed,free_v
451,29.0,1953.2958029619058,100,collapsed,free_v
452,55.0,3252.066194076438,100,collapsed,free_v
453,51.0,1419.576126773688,100,collapsed,free_v
454,154.0,1437.9047525506264,100,collapsed,free_v
455,53.0,1800.8926546748594,100,collapsed,free_v
456,68.0,1759.74109020582,100,collapsed,free_v
457,166.0,2109.1352236868624,100,collapsed,free_v
458,38.0,1657.9662635653797,100,collapsed,free_v
459,105.0,1520.4863007932752,100,collapsed,free_v
460,96.0,1330.5945107504278,100,collapsed,free_v
461,35.0,1332.9978152611827,100,collapsed,free_v
462,91.0,1375.1281944236882,100,collapsed,free_v
463,31.0,1382.7185432455708,100,collapsed,free_v
464,114.0,1467.613188498167,100,collapsed,free_v
465,109.0,1419.6264272027038,100,collapsed,free_v
466,58.0,876.9016151940566,100,collapsed,free_v
467,203.0,4911962.760239402,100,collapsed,free_v
468,88.0,1843.6360961964351,100,collapsed,free_v
469,37.0,1433.9713192426202,100,collapsed,free_v
470,96.0,946.254339846246,100,collapsed,free_v
471,78.0,999.850321962689,100,collapsed,free_v
472,79.0,2044.314265697287,100,collapsed,free_v
473,75.0,2914.27032310392,100,collapsed,free_v
474,101.0,1400.2875345296638,100,collapsed,free_v
475,121.0,922.0316641493264,100,collapsed,free_v
476,78.0,1325.8562822832585,100,collapsed,free_v
477,77.0,1620.1328455697835,100,collapsed,free_v
478,55.0,1335.704128507217,100,collapsed,free_v
479,47.0,1301.6728509097018,100,collapsed,free_v
480,197.0,1183.868801468944,100,collapsed,free_v
481,145.0,2649.2970138401042,100,collapsed,free_v
482,116.0,2948.1277380486276,100,collapsed,free_v
483,53.0,1478.580814027922,100,collapsed,free_v
484,213.0,1251.8134514108274,100,collapsed,free_v
485,181.0,951.6052101438194,100,collapsed,free_v
486,93.0,1408.0788325763838,100,collapsed,free_v
487,53.0,1717.8035220595893,100,collapsed,free_v
488,167.0,1040.6578752142916,100,collapsed,free_v
489,145.0,1314.2802751025397,100,collapsed,free_v
490,117.0,1179.3884087057988,100,collapsed,free_v
491,176.0,1705.6068199512615,100,collapsed,free_v
492,67.0,1822.8567066308951,100,collapsed,free_v
493,150.0,789.179782581098,100,collapsed,free_v
494,77.0,1505.155517961851,100,collapsed,free_v
495,192.0,1225.218631134856,100,collapsed,free_v
496,70.0,928.2915428380445,100,collapsed,free_v
497,24.0,1410.1456194178263,100,collapsed,free_v
498,62.0,1360.347914041163,100,collapsed,free_v
499,271.0,1675.71601953169,100,collapsed,free_v
500,28.0,5942.777198682936,250,collapsed,free_v
501,17.0,12193.682523896381,250,collapsed,free_v
502,29.0,5315.186918343971,250,collapsed,free_v
503,40.0,3756.8023390930425,250,collapsed,free_v
504,23.0,5384.497144502633,250,collapsed,free_v
505,35.0,4106.441720203485,250,collapsed,free_v
506,33.0,3449.999155688648,250,collapsed,free_v
507,35.0,3580.2544201000696,250,collapsed,free_v
508,32.0,5590.61735049738,250,collapsed,free_v
509,39.0,4490.0624512805325,250,collapsed,free_v
510,32.0,4555.875047473483,250,collapsed,free_v
511,33.0,4422.76892922087,250,collapsed,free_v
512,36.0,3640.3122060605874,250,collapsed,free_v
513,71.0,5140.8191593033725,250,collapsed,free_v
514,28.0,4420.761094675537,250,collapsed,free_v
515,57.0,5538.995505222913,250,collapsed,free_v
516,39.0,3369.8578046112243,250,collapsed,free_v
517,30.0,5643.084055865863,250,collapsed,free_v
518,32.0,4725.785445014257,250,collapsed,free_v
519,34.0,5092.550597673524,250,collapsed,free_v
520,15.0,4862.362144091437,250,collapsed,free_v
521,32.0,4759.8077034331645,250,collapsed,free_v
522,21.0,6729.571222790012,250,collapsed,free_v
523,21.0,3686.0940955979445,250,collapsed,free_v
524,22.0,4512.18746359743,250,collapsed,free_v
525,28.0,5782.5524768241785,250,collapsed,free_v
526,23.0,5092.05768512901,250,collapsed,free_v
527,36.0,6017.382614604459,250,collapsed,free_v
528,42.0,4201.820997017137,250,collapsed,free_v
529,31.0,3987.8294272021008,250,collapsed,free_v
530,36.0,5950.279326536077,250,collapsed,free_v
531,38.0,6028.518547533504,250,collapsed,free_v
532,44.0,5469.791238784847,250,collapsed,free_v
533,49.0,5536.773451507128,250,collapsed,free_v
534,35.0,4151.254920782618,250,collapsed,free_v
535,24.0,6315.750271879305,250,collapsed,free_v
536,33.0,3933.9468143343674,250,collapsed,free_v
537,34.0,3524.790443607092,250,collapsed,free_v
538,40.0,4857.382137260837,250,collapsed,free_v
539,43.0,55715.5995454414,250,collapsed,free_v
540,24.0,4136.5055883319355,250,collapsed,free_v
541,21.0,5037.51332389918,250,collapsed,free_v
542,44.0,3715.7495924411514,250,collapsed,free_v
543,38.0,3825.660281705316,250,collapsed,free_v
544,21.0,5871.948047139738,250,collapsed,free_v
545,44.0,3851.06891766304,250,collapsed,free_v
546,28.0,4915.595314442388,250,collapsed,free_v
547,23.0,4561.358761237165,250,collapsed,free_v
548,40.0,4636.263027969647,250,collapsed,free_v
549,64.0,4987.222907304343,250,collapsed,free_v
550,32.0,5514.062504032479,250,collapsed,free_v
551,37.0,5921.4000843029635,250,collapsed,free_v
552,34.0,4016.327974117962,250,collapsed,free_v
553,35.0,5427.863616007847,250,collapsed,free_v
554,16.0,6867.364242097069,250,collapsed,free_v
555,22.0,3445.848915224007,250,collapsed,free_v
556,37.0,4192.779916296321,250,collapsed,free_v
557,33.0,4816.716161485594,250,collapsed,free_v
558,17.0,4353.823646208568,250,collapsed,free_v
559,27.0,5138.251743978556,250,collapsed,free_v
560,40.0,6420.014002812077,250,collapsed,free_v
561,30.0,4543.979588871016,250,collapsed,free_v
562,35.0,4756.1581336872205,250,collapsed,free_v
563,33.0,5278.352103019454,250,collapsed,free_v
564,29.0,4585.784764807347,250,collapsed,free_v
565,28.0,11459.446666117188,250,collapsed,free_v
566,25.0,5369.721228735707,250,collapsed,free_v
567,21.0,4550.330435252031,250,collapsed,free_v
568,23.0,5298.715167872704,250,collapsed,free_v
569,31.0,16406350.767704982,250,collapsed,free_v
570,28.0,62188.10189824365,250,collapsed,free_v
571,39.0,5419.877033335323,250,collapsed,free_v
572,67.0,4504.075032135343,250,collapsed,free_v
573,56.0,4074.2449707855144,250,collapsed,free_v
574,34.0,8251.013588782318,250,collapsed,free_v
575,27.0,5342.746299630486,250,collapsed,free_v
576,36.0,4386.188998762067,250,collapsed,free_v
577,35.0,4900.9559687772335,250,collapsed,free_v
578,29.0,4616.5359264253675,250,collapsed,free_v
579,29.0,5879.894446158189,250,collapsed,free_v
580,55.0,7926.702516419311,250,collapsed,free_v
581,25.0,4638.339968720781,250,collapsed,free_v
582,39.0,6713.097183606552,250,collapsed,free_v
583,29.0,4635.706450305464,250,collapsed,free_v
584,32.0,4525.512895605698,250,collapsed,free_v
585,19.0,4956.506523410533,250,collapsed,free_v
586,18.0,5720.694553067042,250,collapsed,free_v
587,28.0,4862.62069065174,250,collapsed,free_v
588,34.0,3656.5012300874173,250,collapsed,free_v
589,36.0,4977.6373085438745,250,collapsed,free_v
590,23.0,5655.886001641251,250,collapsed,free_v
591,18.0,4320.102664338271,250,collapsed,free_v
592,32.0,5756.302361206464,250,collapsed,free_v
593,34.0,5074.687465470994,250,collapsed,free_v
594,32.0,5046.944501338901,250,collapsed,free_v
595,36.0,4037.5225063726143,250,collapsed,free_v
596,55.0,5028.512477264503,250,collapsed,free_v
597,35.0,4276.072437160362,250,collapsed,free_v
598,34.0,3905.712425465582,250,collapsed,free_v
599,29.0,13170.199573085702,250,collapsed,free_v
600,27.0,76120.72938018254,500,collapsed,free_v
601,23.0,12665.852371767975,500,collapsed,free_v
602,23.0,644680.7413250569,500,collapsed,free_v
603,19.0,10968.629948138001,500,collapsed,free_v
604,24.0,11168.026285433021,500,collapsed,free_v
605,23.0,9066.889551042837,500,collapsed,free_v
606,23.0,13310.215917274616,500,collapsed,free_v
607,24.0,11259.872949736055,500,collapsed,free_v
608,22.0,11120.062600763487,500,collapsed,free_v
609,25.0,8367.951954587275,500,collapsed,free_v
610,22.0,9072.933545232998,500,collapsed,free_v
611,26.0,9930.098809403948,500,collapsed,free_v
612,21.0,8948.471388681304,500,collapsed,free_v
613,26.0,11454.472266179904,500,collapsed,free_v
614,21.0,11170.292909977054,500,collapsed,free_v
615,17.0,10619.996551617394,500,collapsed,free_v
616,25.0,11389.937937772647,500,collapsed,free_v
617,20.0,10511.475286485738,500,collapsed,free_v
618,22.0,12824.06780767902,500,collapsed,free_v
619,26.0,11406.910230965443,500,collapsed,free_v
620,36.0,20394.243341600326,500,collapsed,free_v
621,28.0,13924.5387952495,500,collapsed,free_v
622,20.0,11017.085127414683,500,collapsed,free_v
623,29.0,12988.677172069098,500,collapsed,free_v
624,22.0,10357.699390406116,500,collapsed,free_v
625,26.0,12027.962537491516,500,collapsed,free_v
626,21.0,12641.372075410269,500,collapsed,free_v
627,23.0,9527.514736227611,500,collapsed,free_v
628,31.0,11371.274717857426,500,collapsed,free_v
629,19.0,12387.873344726988,500,collapsed,free_v
630,38.0,12503.703010949182,500,collapsed,free_v
631,22.0,11914.384562856807,500,collapsed,free_v
632,19.0,8600.254782560425,500,collapsed,free_v
633,23.0,11774.803937325705,500,collapsed,free_v
634,26.0,16431.199152041056,500,collapsed,free_v
635,29.0,11333.051800462199,500,collapsed,free_v
636,20.0,10156.368875425433,500,collapsed,free_v
637,26.0,10534.971765043612,500,collapsed,free_v
638,39.0,12668.784068139465,500,collapsed,free_v
639,24.0,9855.239400930948,500,collapsed,free_v
640,28.0,9399.63234471834,500,collapsed,free_v
641,13.0,11881.313526385566,500,collapsed,free_v
642,19.0,8042.241406158874,500,collapsed,free_v
643,27.0,181830.7692084041,500,collapsed,free_v
644,20.0,10585.998720457912,500,collapsed,free_v
645,16.0,11739.12729249091,500,collapsed,free_v
646,43.0,11775.169902595204,500,collapsed,free_v
647,25.0,10735.23918012892,500,collapsed,free_v
648,16.0,10032.903531355152,500,collapsed,free_v
649,24.0,11614.046159139833,500,collapsed,free_v
650,40.0,10662.901821060961,500,collapsed,free_v
651,13.0,12255.437638903619,500,collapsed,free_v
652,15.0,12865.866345092563,500,collapsed,free_v
653,28.0,8482.719573807344,500,collapsed,free_v
654,24.0,12159.660771639548,500,collapsed,free_v
655,22.0,11402.018406065166,500,collapsed,free_v
656,18.0,10053.862093239177,500,collapsed,free_v
657,23.0,12084.607556982595,500,collapsed,free_v
658,14.0,11958.503078416796,500,collapsed,free_v
659,25.0,9295.8851562487,500,collapsed,free_v
660,28.0,48004.387411649346,500,collapsed,free_v
661,28.0,8857.472124487978,500,collapsed,free_v
662,28.0,11883.491131333625,500,collapsed,free_v
663,19.0,12085.230466025685,500,collapsed,free_v
664,26.0,11898.739444404211,500,collapsed,free_v
665,19.0,11733.741253472079,500,collapsed,free_v
666,19.0,13042.592594186133,500,collapsed,free_v
667,26.0,56606.20828221214,500,collapsed,free_v
668,30.0,8251.369755359943,500,collapsed,free_v
669,40.0,10888.749995972476,500,collapsed,free_v
670,25.0,13440.027783541294,500,collapsed,free_v
671,23.0,11271.923559594516,500,collapsed,free_v
672,25.0,9462.678090882633,500,collapsed,free_v
673,24.0,12966.22818585501,500,collapsed,free_v
674,44.0,8948.713492253117,500,collapsed,free_v
675,24.0,11089.098892240443,500,collapsed,free_v
676,21.0,11524.65935703625,500,collapsed,free_v
677,23.0,12463.270190309333,500,collapsed,free_v
678,21.0,12187.236967425237,500,collapsed,free_v
679,20.0,10765.927540701412,500,collapsed,free_v
680,22.0,9162.916692613917,500,collapsed,free_v
681,24.0,9984.297940216784,500,collapsed,free_v
682,28.0,30537450.45973932,500,collapsed,free_v
683,26.0,10208.932585545426,500,collapsed,free_v
684,19.0,11397.008278759311,500,collapsed,free_v
685,33.0,12419.815647498974,500,collapsed,free_v
686,20.0,12199.029558949926,500,collapsed,free_v
687,33.0,12439.641688986285,500,collapsed,free_v
688,22.0,11848.148398375977,500,collapsed,free_v
689,22.0,10723.882181979377,500,collapsed,free_v
690,16.0,11982.552677281143,500,collapsed,free_v
691,28.0,8774.37203026643,500,collapsed,free_v
692,27.0,34776.870910636586,500,collapsed,free_v
693,24.0,10539.14446602184,500,collapsed,free_v
694,22.0,10127.232580175943,500,collapsed,free_v
695,20.0,11514.80719585603,500,collapsed,free_v
696,38.0,10973.975982709857,500,collapsed,free_v
697,45.0,11508.724055525174,500,collapsed,free_v
698,30.0,7946.299680918183,500,collapsed,free_v
699,20.0,9441.980623322203,500,collapsed,free_v
700,20.0,22749.000982579128,1000,collapsed,free_v
701,16.0,24267.92003198846,1000,collapsed,free_v
702,26.0,18765.019743138604,1000,collapsed,free_v
703,29.0,21578.813527222872,1000,collapsed,free_v
704,32.0,22773.445480696584,1000,collapsed,free_v
705,19.0,22697.465109757555,1000,collapsed,free_v
706,19.0,21400.19469855923,1000,collapsed,free_v
707,19.0,25650.89666003678,1000,collapsed,free_v
708,24.0,23260.381853619812,1000,collapsed,free_v
709,29.0,21778.555475369485,1000,collapsed,free_v
710,20.0,25703.252255772495,1000,collapsed,free_v
711,25.0,22337.5433576992,1000,collapsed,free_v
712,17.0,23636.73772381421,1000,collapsed,free_v
713,23.0,22145.226863775377,1000,collapsed,free_v
714,26.0,22259.731652635797,1000,collapsed,free_v
715,23.0,20230.180305700575,1000,collapsed,free_v
716,22.0,19849.238113453204,1000,collapsed,free_v
717,22.0,24068.235223140706,1000,collapsed,free_v
718,20.0,23295.904802734454,1000,collapsed,free_v
719,17.0,23194.42942438848,1000,collapsed,free_v
720,29.0,23283.38828706443,1000,collapsed,free_v
721,23.0,25749.010490643916,1000,collapsed,free_v
722,16.0,20029.282965882074,1000,collapsed,free_v
723,21.0,19808.46164650685,1000,collapsed,free_v
724,20.0,23197.515654407922,1000,collapsed,free_v
725,26.0,22445.5254900242,1000,collapsed,free_v
726,19.0,18122.763774806514,1000,collapsed,free_v
727,22.0,19511.890265228376,1000,collapsed,free_v
728,24.0,24556.403199490473,1000,collapsed,free_v
729,26.0,20176.607496588946,1000,collapsed,free_v
730,18.0,23321.671745966643,1000,collapsed,free_v
731,24.0,19659.442034853862,1000,collapsed,free_v
732,20.0,26218.983701590554,1000,collapsed,free_v
733,21.0,22248.81098822318,1000,collapsed,free_v
734,22.0,19801.268848828895,1000,collapsed,free_v
735,16.0,22981.870579480445,1000,collapsed,free_v
736,24.0,162994.7774154282,1000,collapsed,free_v
737,31.0,25174.687599532546,1000,collapsed,free_v
738,24.0,23545.111902842207,1000,collapsed,free_v
739,25.0,17877.051627053515,1000,collapsed,free_v
740,20.0,30063.636915027324,1000,collapsed,free_v
741,25.0,18875.760313981984,1000,collapsed,free_v
742,24.0,23303.371900381637,1000,collapsed,free_v
743,25.0,21391.461377411455,1000,collapsed,free_v
744,19.0,21208.170818903454,1000,collapsed,free_v
745,17.0,23385.897387001754,1000,collapsed,free_v
746,20.0,20394.96016325523,1000,collapsed,free_v
747,17.0,21346.24280172909,1000,collapsed,free_v
748,18.0,22543.023428063003,1000,collapsed,free_v
749,19.0,19779.053257523618,1000,collapsed,free_v
750,21.0,17924.329783992667,1000,collapsed,free_v
751,18.0,23052.396258887253,1000,collapsed,free_v
752,22.0,24484.480081718815,1000,collapsed,free_v
753,23.0,32815.14393828245,1000,collapsed,free_v
754,24.0,88447.4687682928,1000,collapsed,free_v
755,21.0,19794.006070141575,1000,collapsed,free_v
756,18.0,20115.95924355939,1000,collapsed,free_v
757,17.0,38946.34503621799,1000,collapsed,free_v
758,23.0,23793.93113275553,1000,collapsed,free_v
759,28.0,24037.59903907157,1000,collapsed,free_v
760,20.0,22115.742048315937,1000,collapsed,free_v
761,27.0,41154.367303220555,1000,collapsed,free_v
762,31.0,22333.61525705775,1000,collapsed,free_v
763,22.0,22493.32136120058,1000,collapsed,free_v
764,24.0,24139.34692789437,1000,collapsed,free_v
765,23.0,21265.624965909465,1000,collapsed,free_v
766,16.0,19801.652541914653,1000,collapsed,free_v
767,31.0,22012.362297744123,1000,collapsed,free_v
768,21.0,18307.271459805317,1000,collapsed,free_v
769,26.0,21421.490388439433,1000,collapsed,free_v
770,19.0,21506.848940915806,1000,collapsed,free_v
771,31.0,24675.815290882358,1000,collapsed,free_v
772,26.0,55507.7008339929,1000,collapsed,free_v
773,19.0,22249.9655165193,1000,collapsed,free_v
774,26.0,24350.823854624516,1000,collapsed,free_v
775,19.0,23675.401757217205,1000,collapsed,free_v
776,32.0,23924.820286088394,1000,collapsed,free_v
777,31.0,24831.362665483488,1000,collapsed,free_v
778,17.0,21067.907620478007,1000,collapsed,free_v
779,19.0,18240.19776696494,1000,collapsed,free_v
780,23.0,23376.983069211143,1000,collapsed,free_v
781,34.0,20244.627174340596,1000,collapsed,free_v
782,27.0,23190.00010643221,1000,collapsed,free_v
783,23.0,17787.75322457206,1000,collapsed,free_v
784,26.0,19751.29352256688,1000,collapsed,free_v
785,16.0,23134.16956809267,1000,collapsed,free_v
786,16.0,23096.615448630117,1000,collapsed,free_v
787,16.0,20093.102286202393,1000,collapsed,free_v
788,22.0,24714.967406779553,1000,collapsed,free_v
789,21.0,23804.295288769732,1000,collapsed,free_v
790,40.0,23232.316794807728,1000,collapsed,free_v
791,18.0,20698.66728504717,1000,collapsed,free_v
792,20.0,25820.553000676522,1000,collapsed,free_v
793,26.0,21233.819299947878,1000,collapsed,free_v
794,31.0,24441.472295719206,1000,collapsed,free_v
795,18.0,22457.042629155614,1000,collapsed,free_v
796,25.0,18485.112066197074,1000,collapsed,free_v
797,18.0,22700.861008059128,1000,collapsed,free_v
798,24.0,17432.563037887783,1000,collapsed,free_v
799,14.0,22730.926938383644,1000,collapsed,free_v
